"order_line","order_id","order_date","ship_date","ship_mode","customer_id","product_id","sales","quantity","discount","profit"
658,"US-2016-156097","2016-09-19","2016-09-19","Same Day","EH-14125","FUR-CH-10001215","701.372",2,"0.3","-50.098"
659,"US-2016-156097","2016-09-19","2016-09-19","Same Day","EH-14125","OFF-BI-10004654","2.308",2,"0.8","-3.462"
664,"CA-2016-123666","2016-03-26","2016-03-30","Standard Class","SP-20545","OFF-ST-10001522","459.95",5,"0","18.398"
665,"CA-2016-143308","2016-11-04","2016-11-04","Same Day","RC-19825","OFF-FA-10000621","10.74",3,"0","5.2626"
681,"CA-2016-164511","2016-11-19","2016-11-24","Standard Class","DJ-13630","OFF-BI-10003305","14.352",3,"0.2","4.6644"
682,"CA-2016-164511","2016-11-19","2016-11-24","Standard Class","DJ-13630","OFF-ST-10002583","64.96",2,"0","2.5984"
683,"CA-2016-164511","2016-11-19","2016-11-24","Standard Class","DJ-13630","OFF-ST-10004507","68.6",4,"0","18.522"
703,"CA-2016-163755","2016-11-04","2016-11-08","Second Class","AS-10285","FUR-FU-10003394","209.88",3,"0","35.6796"
721,"CA-2016-112942","2016-02-13","2016-02-18","Standard Class","RD-19810","OFF-PA-10004092","146.82",3,"0","73.41"
722,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","FUR-TA-10000198","1652.94",3,"0","231.4116"
723,"CA-2016-142335","2016-12-15","2016-12-19","Standard Class","MP-17965","OFF-ST-10000036","296.37",3,"0","80.0199"
725,"CA-2016-114713","2016-07-07","2016-07-12","Standard Class","SC-20695","OFF-SU-10004664","45.584",7,"0.2","5.1282"
728,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-PA-10001954","182.72",8,"0","84.0512"
729,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","FUR-TA-10002228","400.032",2,"0.4","-153.3456"
730,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-ST-10004634","33.63",3,"0","10.089"
731,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","FUR-CH-10002965","542.646",3,"0.1","102.4998"
732,"US-2016-150861","2016-12-03","2016-12-06","First Class","EG-13900","OFF-LA-10001317","6.3",2,"0","3.024"
743,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-SU-10004498","51.52",5,"0.2","-10.948"
744,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-PA-10002615","3.528",1,"0.2","1.1466"
745,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-PA-10004971","4.624",1,"0.2","1.6762"
746,"US-2016-146710","2016-08-27","2016-09-01","Standard Class","SS-20875","OFF-SU-10004261","55.168",4,"0.2","6.2064"
749,"CA-2016-150889","2016-03-20","2016-03-22","Second Class","PB-19105","TEC-PH-10000004","11.992",1,"0.2","0.8994"
754,"CA-2016-110499","2016-04-07","2016-04-09","First Class","YC-21895","TEC-CO-10002095","1199.976",3,"0.2","374.9925"
756,"CA-2016-140928","2016-09-18","2016-09-22","Standard Class","NB-18655","FUR-TA-10001095","383.438",4,"0.45","-167.3184"
770,"CA-2016-157245","2016-05-19","2016-05-24","Standard Class","LE-16810","FUR-CH-10003746","641.96",2,"0","179.7488"
793,"CA-2016-105256","2016-05-20","2016-05-20","Same Day","JK-15730","TEC-PH-10001530","1363.96",5,"0.2","85.2475"
803,"CA-2016-136133","2016-08-18","2016-08-23","Second Class","HW-14935","OFF-AP-10000576","355.32",9,"0","99.4896"
804,"CA-2016-115504","2016-03-12","2016-03-17","Standard Class","MC-18130","OFF-PA-10003953","12.96",2,"0","6.2208"
817,"CA-2016-149370","2016-09-15","2016-09-19","Standard Class","DB-13210","OFF-PA-10003651","5.344",1,"0.2","1.8704"
834,"CA-2016-165316","2016-07-23","2016-07-27","Standard Class","JB-15400","OFF-AR-10002956","35.216",2,"0.2","2.6412"
835,"CA-2016-165316","2016-07-23","2016-07-27","Standard Class","JB-15400","OFF-AP-10003266","23.696",2,"0.2","6.5164"
836,"CA-2016-165316","2016-07-23","2016-07-27","Standard Class","JB-15400","TEC-MA-10004002","265.475",1,"0.5","-111.4995"
839,"US-2016-137547","2016-03-07","2016-03-12","Standard Class","EB-13705","TEC-PH-10002365","21.072",3,"0.2","1.5804"
843,"CA-2016-161669","2016-11-07","2016-11-09","First Class","EM-14095","OFF-BI-10001294","37.44",4,"0.2","11.7"
844,"CA-2016-161669","2016-11-07","2016-11-09","First Class","EM-14095","OFF-BI-10001636","26.976",4,"0.2","8.7672"
845,"CA-2016-161669","2016-11-07","2016-11-09","First Class","EM-14095","OFF-SU-10002503","11.36",2,"0","3.2944"
846,"CA-2016-161669","2016-11-07","2016-11-09","First Class","EM-14095","OFF-LA-10004093","14.62",2,"0","6.8714"
851,"CA-2016-152534","2016-06-20","2016-06-25","Second Class","DP-13105","OFF-AR-10002335","5.16",2,"0","1.3416"
852,"CA-2016-152534","2016-06-20","2016-06-25","Second Class","DP-13105","OFF-PA-10001870","38.88",6,"0","18.6624"
853,"CA-2016-113747","2016-05-28","2016-06-04","Standard Class","VD-21670","OFF-AR-10003373","185.88",6,"0","50.1876"
854,"CA-2016-123274","2016-02-19","2016-02-24","Standard Class","GT-14710","FUR-FU-10004090","44.46",2,"0","14.6718"
855,"CA-2016-123274","2016-02-19","2016-02-24","Standard Class","GT-14710","OFF-ST-10000736","242.94",3,"0","9.7176"
863,"CA-2016-134474","2016-01-05","2016-01-07","Second Class","AJ-10795","TEC-AC-10001714","191.472",6,"0.2","40.6878"
864,"CA-2016-134474","2016-01-05","2016-01-07","Second Class","AJ-10795","OFF-AR-10003958","5.248",2,"0.2","0.5904"
865,"CA-2016-134474","2016-01-05","2016-01-07","Second Class","AJ-10795","TEC-PH-10002923","59.184",2,"0.2","5.1786"
868,"CA-2016-134362","2016-09-29","2016-10-02","First Class","LS-16945","OFF-LA-10004853","15.936",4,"0.2","5.1792"
870,"CA-2016-158099","2016-09-03","2016-09-05","First Class","PK-18910","OFF-BI-10000545","1141.47",5,"0.7","-760.98"
871,"CA-2016-158099","2016-09-03","2016-09-05","First Class","PK-18910","TEC-PH-10002496","280.782",3,"0.4","-46.797"
876,"CA-2016-116736","2016-01-17","2016-01-21","Standard Class","CC-12430","FUR-FU-10004017","322.59",3,"0","64.518"
877,"CA-2016-116736","2016-01-17","2016-01-21","Standard Class","CC-12430","TEC-AC-10003628","29.99",1,"0","13.1956"
878,"CA-2016-116736","2016-01-17","2016-01-21","Standard Class","CC-12430","TEC-AC-10002049","371.97",3,"0","66.9546"
884,"CA-2016-165148","2016-10-22","2016-10-24","First Class","PM-19135","FUR-FU-10000732","31.4",5,"0","10.048"
895,"CA-2016-105494","2016-11-10","2016-11-12","First Class","PC-18745","OFF-ST-10002205","155.82",7,"0","42.0714"
896,"CA-2016-105494","2016-11-10","2016-11-12","First Class","PC-18745","OFF-BI-10003364","70.008",3,"0.2","24.5028"
897,"CA-2016-140634","2016-10-03","2016-10-06","Second Class","HL-15040","OFF-EN-10001099","15.648",2,"0.2","5.0856"
900,"US-2016-114622","2016-04-10","2016-04-12","First Class","JR-16210","OFF-BI-10004716","8.904",2,"0.7","-6.5296"
904,"CA-2016-130477","2016-04-08","2016-04-12","Standard Class","LC-17140","OFF-PA-10002947","20.04",3,"0","9.6192"
905,"CA-2016-130477","2016-04-08","2016-04-12","Standard Class","LC-17140","OFF-ST-10002583","64.96",2,"0","2.5984"
906,"CA-2016-130477","2016-04-08","2016-04-12","Standard Class","LC-17140","OFF-PA-10000019","12.96",2,"0","6.2208"
919,"CA-2016-165218","2016-03-05","2016-03-11","Standard Class","RW-19630","OFF-EN-10000056","149.352",3,"0.2","50.4063"
920,"CA-2016-165218","2016-03-05","2016-03-11","Standard Class","RW-19630","OFF-ST-10001558","12.992",1,"0.2","-0.812"
925,"CA-2016-149797","2016-09-15","2016-09-20","Standard Class","AH-10075","OFF-BI-10003650","841.568",2,"0.2","294.5488"
934,"CA-2016-140081","2016-06-20","2016-06-24","Standard Class","CG-12040","OFF-PA-10001745","45.056",8,"0.2","15.2064"
935,"CA-2016-140081","2016-06-20","2016-06-24","Standard Class","CG-12040","OFF-BI-10004826","29.718",6,"0.7","-21.7932"
936,"CA-2016-140081","2016-06-20","2016-06-24","Standard Class","CG-12040","OFF-PA-10001870","15.552",3,"0.2","5.4432"
937,"CA-2016-140081","2016-06-20","2016-06-24","Standard Class","CG-12040","OFF-AP-10001058","447.696",2,"0.2","33.5772"
941,"CA-2016-105760","2016-06-19","2016-06-20","First Class","KC-16255","OFF-PA-10000350","17.12",2,"0","8.0464"
942,"CA-2016-142958","2016-12-13","2016-12-20","Standard Class","RW-19630","OFF-BI-10001759","6.096",2,"0.2","2.2098"
943,"CA-2016-142958","2016-12-13","2016-12-20","Standard Class","RW-19630","FUR-TA-10000577","1114.272",4,"0.2","41.7852"
963,"CA-2016-120859","2016-09-01","2016-09-04","First Class","CV-12805","OFF-EN-10001335","21.88",2,"0","10.94"
979,"CA-2016-145499","2016-05-30","2016-05-31","First Class","RW-19690","OFF-BI-10000848","3.282",2,"0.7","-2.6256"
981,"CA-2016-144939","2016-10-03","2016-10-08","Standard Class","EB-13870","FUR-CH-10003199","599.292",6,"0.1","93.2232"
992,"CA-2016-110023","2016-09-09","2016-09-11","First Class","TS-21610","OFF-BI-10001036","14.624",2,"0.2","5.484"
993,"CA-2016-105585","2016-08-26","2016-08-27","First Class","RF-19735","OFF-FA-10002983","10.23",3,"0","4.9104"
994,"CA-2016-105585","2016-08-26","2016-08-27","First Class","RF-19735","OFF-PA-10003625","154.9",5,"0","69.705"
1001,"CA-2016-155488","2016-11-13","2016-11-17","Standard Class","FM-14290","OFF-AR-10002956","44.02",2,"0","11.4452"
1026,"CA-2016-126529","2016-01-11","2016-01-13","Second Class","DE-13255","OFF-PA-10001166","15.552",3,"0.2","5.4432"
1027,"CA-2016-126529","2016-01-11","2016-01-13","Second Class","DE-13255","OFF-PA-10003656","63.312",3,"0.2","20.5764"
1028,"CA-2016-126529","2016-01-11","2016-01-13","Second Class","DE-13255","TEC-PH-10000148","15.588",2,"0.4","-9.8724"
1034,"CA-2016-109820","2016-11-20","2016-11-22","First Class","AG-10390","OFF-PA-10000955","15.696",3,"0.2","5.1012"
1035,"CA-2016-109820","2016-11-20","2016-11-22","First Class","AG-10390","OFF-BI-10003460","2.628",2,"0.7","-1.9272"
1036,"CA-2016-109820","2016-11-20","2016-11-22","First Class","AG-10390","OFF-BI-10000474","14.427",3,"0.7","-10.5798"
1037,"CA-2016-113061","2016-04-22","2016-04-26","Standard Class","EL-13735","FUR-FU-10003975","86.62",2,"0","8.662"
1041,"CA-2016-127670","2016-03-20","2016-03-24","Standard Class","RD-19660","FUR-TA-10001095","697.16",4,"0","146.4036"
1042,"CA-2016-102981","2016-09-06","2016-09-09","Second Class","MO-17500","TEC-AC-10004761","31.86",2,"0","11.151"
1043,"CA-2016-102981","2016-09-06","2016-09-09","Second Class","MO-17500","FUR-BO-10001811","722.352",3,"0.2","90.294"
1047,"CA-2016-169103","2016-03-08","2016-03-13","Standard Class","ZC-21910","TEC-PH-10001530","1363.96",5,"0.2","85.2475"
1048,"CA-2016-169103","2016-03-08","2016-03-13","Standard Class","ZC-21910","FUR-FU-10004006","102.36",3,"0.2","-3.8385"
1060,"CA-2016-105284","2016-11-24","2016-12-01","Standard Class","MG-17650","OFF-FA-10001754","4.416",3,"0.2","1.6008"
1068,"CA-2016-157686","2016-10-01","2016-10-02","First Class","BD-11620","FUR-CH-10001146","194.848",4,"0.2","12.178"
1072,"CA-2016-152814","2016-04-28","2016-05-02","Standard Class","EH-14005","OFF-PA-10001970","29.472",3,"0.2","9.9468"
1074,"CA-2016-134348","2016-11-12","2016-11-19","Standard Class","MS-17710","OFF-BI-10003727","6.27",5,"0.7","-4.598"
1075,"CA-2016-134348","2016-11-12","2016-11-19","Standard Class","MS-17710","OFF-BI-10004967","4.368",7,"0.7","-3.3488"
1076,"CA-2016-134348","2016-11-12","2016-11-19","Standard Class","MS-17710","TEC-AC-10003447","31.984",2,"0.2","1.999"
1077,"CA-2016-161781","2016-09-29","2016-09-30","First Class","CC-12100","OFF-AR-10000255","40.88",7,"0","10.6288"
1083,"US-2016-143819","2016-03-01","2016-03-05","Standard Class","KD-16270","FUR-TA-10001095","836.592",8,"0.4","-264.9208"
1084,"US-2016-143819","2016-03-01","2016-03-05","Standard Class","KD-16270","OFF-PA-10003127","26.38",1,"0","12.1348"
1085,"US-2016-143819","2016-03-01","2016-03-05","Standard Class","KD-16270","OFF-ST-10003208","362.92",2,"0","105.2468"
1086,"US-2016-143819","2016-03-01","2016-03-05","Standard Class","KD-16270","TEC-MA-10003979","4899.93",7,"0","2400.9657"
1087,"CA-2016-167584","2016-08-12","2016-08-12","Same Day","LC-16870","OFF-PA-10000029","6.48",1,"0","3.1104"
1088,"CA-2016-166163","2016-08-15","2016-08-20","Second Class","CY-12745","TEC-PH-10004896","71.976",3,"0.2","7.1976"
1089,"CA-2016-166163","2016-08-15","2016-08-20","Second Class","CY-12745","OFF-LA-10000452","3.15",1,"0","1.512"
1099,"CA-2016-107216","2016-06-14","2016-06-17","First Class","PV-18985","OFF-AR-10001545","7.04",4,"0","2.0416"
1100,"CA-2016-107216","2016-06-14","2016-06-17","First Class","PV-18985","FUR-FU-10000206","8.73",3,"0","4.1031"
1101,"CA-2016-107216","2016-06-14","2016-06-17","First Class","PV-18985","TEC-AC-10001013","29.29",1,"0","9.6657"
1102,"CA-2016-107216","2016-06-14","2016-06-17","First Class","PV-18985","OFF-AR-10002255","8.64",3,"0","2.5056"
1105,"CA-2016-112340","2016-10-21","2016-10-27","Standard Class","NM-18520","OFF-PA-10001892","22.92",3,"0","11.2308"
1106,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-ST-10000642","100.704",6,"0.2","-16.3644"
1107,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","FUR-FU-10000206","2.328",2,"0.6","-0.7566"
1108,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-BI-10003676","10.78",5,"0.8","-17.248"
1109,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-FA-10003495","58.368",12,"0.2","21.888"
1110,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-EN-10003798","40.968",3,"0.2","13.8267"
1111,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","TEC-PH-10003589","71.96",5,"0.2","25.186"
1112,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-PA-10004735","10.368",2,"0.2","3.6288"
1113,"US-2016-110156","2016-11-19","2016-11-24","Standard Class","EH-13945","OFF-BI-10002609","1.192",2,"0.8","-2.0264"
1117,"CA-2016-144855","2016-07-22","2016-07-24","Second Class","DL-13495","OFF-LA-10003766","6.3",2,"0","3.024"
1130,"CA-2016-112102","2016-04-12","2016-04-16","Standard Class","BD-11605","FUR-TA-10004086","343.92",4,"0","75.6624"
1131,"CA-2016-112102","2016-04-12","2016-04-16","Standard Class","BD-11605","OFF-PA-10000100","40.99",1,"0","20.0851"
1132,"CA-2016-112102","2016-04-12","2016-04-16","Standard Class","BD-11605","OFF-EN-10002500","63.9",5,"0","28.755"
1133,"US-2016-114776","2016-12-06","2016-12-07","First Class","GG-14650","OFF-PA-10004100","19.44",3,"0","9.3312"
1134,"US-2016-134908","2016-06-05","2016-06-09","Standard Class","JS-15940","OFF-ST-10003479","124.608",4,"0.2","-23.364"
1135,"US-2016-134908","2016-06-05","2016-06-09","Standard Class","JS-15940","OFF-LA-10000973","7.56",3,"0.2","2.646"
1136,"US-2016-148803","2016-12-11","2016-12-11","Same Day","LR-16915","OFF-ST-10001476","85.224",3,"0.2","7.4571"
1137,"CA-2016-152170","2016-11-12","2016-11-15","Second Class","FH-14275","OFF-EN-10002831","287.52",8,"0","129.384"
1138,"CA-2016-152170","2016-11-12","2016-11-15","Second Class","FH-14275","OFF-AP-10002350","37.68",2,"0","10.5504"
1139,"CA-2016-152170","2016-11-12","2016-11-15","Second Class","FH-14275","OFF-PA-10001763","19.98",2,"0","8.991"
1140,"CA-2016-152170","2016-11-12","2016-11-15","Second Class","FH-14275","OFF-AR-10003394","20.58",7,"0","5.5566"
1141,"CA-2016-152170","2016-11-12","2016-11-15","Second Class","FH-14275","OFF-BI-10002072","17.38",2,"0","8.69"
1153,"CA-2017-160395","2016-12-31","2017-01-06","Standard Class","KL-16555","OFF-AR-10003759","3.64",2,"0","1.638"
1154,"CA-2017-160395","2016-12-31","2017-01-06","Standard Class","KL-16555","OFF-BI-10003984","159.768",7,"0.2","53.9217"
1159,"CA-2016-149314","2016-07-02","2016-07-07","Second Class","GB-14530","FUR-CH-10002126","195.184",1,"0.2","19.5184"
1176,"CA-2016-161207","2016-08-29","2016-09-03","Standard Class","AB-10060","OFF-SU-10000381","27.93",3,"0","8.0997"
1178,"CA-2016-113621","2016-12-01","2016-12-05","Standard Class","JE-15745","FUR-CH-10001270","172.5",2,"0","51.75"
1179,"CA-2016-113621","2016-12-01","2016-12-05","Standard Class","JE-15745","TEC-PH-10003931","179.97",3,"0","44.9925"
1180,"CA-2016-168081","2016-04-24","2016-04-27","Second Class","CA-12055","TEC-AC-10003174","258.696",3,"0.2","64.674"
1198,"CA-2016-130946","2016-04-08","2016-04-12","Standard Class","ZC-21910","TEC-AC-10001990","431.928",9,"0.2","64.7892"
1199,"CA-2016-130946","2016-04-08","2016-04-12","Standard Class","ZC-21910","FUR-CH-10004540","95.984",4,"0.3","-4.1136"
1200,"CA-2016-130946","2016-04-08","2016-04-12","Standard Class","ZC-21910","OFF-BI-10004995","1088.792",4,"0.8","-1850.9464"
1201,"CA-2016-114727","2016-07-18","2016-07-24","Standard Class","LS-16945","FUR-CH-10002335","544.008",3,"0.2","40.8006"
1202,"CA-2016-114727","2016-07-18","2016-07-24","Standard Class","LS-16945","OFF-BI-10004967","1.872",3,"0.7","-1.4352"
1203,"CA-2016-114727","2016-07-18","2016-07-24","Standard Class","LS-16945","FUR-CH-10002331","854.352",3,"0.2","10.6794"
1204,"CA-2016-114727","2016-07-18","2016-07-24","Standard Class","LS-16945","OFF-ST-10002292","593.568",2,"0.2","0"
1205,"CA-2016-114727","2016-07-18","2016-07-24","Standard Class","LS-16945","OFF-ST-10000689","338.04",3,"0.2","-33.804"
1207,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","OFF-ST-10004634","11.21",1,"0","3.363"
1208,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","OFF-BI-10002160","9.144",3,"0.2","3.2004"
1209,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","OFF-FA-10002988","14.07",7,"0","6.8943"
1210,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","OFF-AR-10004999","41.86",7,"0","10.465"
1211,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","OFF-BI-10001031","8.544",2,"0.2","2.8836"
1212,"CA-2016-137050","2016-07-14","2016-07-18","Second Class","SW-20755","FUR-BO-10004695","579.136",4,"0.2","21.7176"
1223,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","FUR-FU-10001602","113.79",3,"0","20.4822"
1224,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","TEC-AC-10001432","78.15",1,"0","34.386"
1225,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","OFF-BI-10004656","1.728",1,"0.2","0.6048"
1226,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","OFF-PA-10001685","40.56",4,"0","19.8744"
1227,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","OFF-ST-10001418","182.94",3,"0","3.6588"
1228,"CA-2016-126004","2016-12-04","2016-12-05","First Class","BM-11140","OFF-ST-10000676","193.86",2,"0","11.6316"
1234,"CA-2016-153682","2016-05-30","2016-06-01","First Class","BG-11695","TEC-CO-10001046","839.988",2,"0.4","69.999"
1235,"CA-2016-144344","2016-10-28","2016-10-28","Same Day","PG-18820","FUR-FU-10000076","47.952",3,"0.2","13.7862"
1236,"CA-2016-144344","2016-10-28","2016-10-28","Same Day","PG-18820","OFF-BI-10003719","37.425",5,"0.7","-29.94"
1237,"CA-2016-144344","2016-10-28","2016-10-28","Same Day","PG-18820","FUR-FU-10003268","63.968",2,"0.2","0"
1238,"CA-2016-144344","2016-10-28","2016-10-28","Same Day","PG-18820","FUR-FU-10003553","165.048",3,"0.2","41.262"
1242,"CA-2016-128727","2016-08-29","2016-09-04","Standard Class","MO-17800","TEC-PH-10003442","22",4,"0","5.5"
1243,"US-2016-162859","2016-02-15","2016-02-22","Standard Class","PG-18820","OFF-BI-10004519","398.352",3,"0.2","124.485"
1244,"US-2016-162859","2016-02-15","2016-02-22","Standard Class","PG-18820","OFF-FA-10000304","8.72",4,"0","3.5752"
1258,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","OFF-BI-10001575","27.882",3,"0.7","-20.4468"
1259,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","OFF-ST-10003716","540.048",3,"0.2","-47.2542"
1260,"US-2016-168620","2016-12-24","2016-12-28","Second Class","RB-19795","TEC-AC-10004469","255.68",8,"0.2","76.704"
1262,"US-2016-144393","2016-10-28","2016-11-04","Standard Class","SM-20950","OFF-BI-10004236","17.616",4,"0.7","-14.0928"
1264,"CA-2016-155992","2016-10-01","2016-10-02","First Class","CC-12220","TEC-PH-10000215","69.9",2,"0","18.873"
